video_id,description,view_count,like_count,comment_count,share_count,upload_date,hashtags,url,scraped_at,video_type
7700000000001000000,studio session clip #music #rap #newartist #fyp,10846,1444,19,203,2025-08-05,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000000,2026-06-10T12:00:00,Engagement / Growth
7700000000001000001,freestyle friday #music #rap #newartist #fyp,8347,520,24,87,2025-08-07,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000001,2026-06-10T12:00:00,Engagement / Growth
7700000000001000002,freestyle friday #music #rap #newartist #fyp,5623,486,25,94,2025-08-10,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000002,2026-06-10T12:00:00,Engagement / Growth
7700000000001000003,freestyle friday #music #rap #newartist #fyp,10826,710,30,45,2025-08-12,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000003,2026-06-10T12:00:00,Engagement / Growth
7700000000001000004,new track snippet #music #rap #newartist #fyp,10729,956,19,73,2025-08-14,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000004,2026-06-10T12:00:00,Engagement / Growth
7700000000001000005,new track snippet #music #rap #newartist #fyp,8269,753,26,40,2025-08-16,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000005,2026-06-10T12:00:00,Engagement / Growth
7700000000001000006,new track snippet #music #rap #newartist #fyp,4659,402,21,44,2025-08-20,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000006,2026-06-10T12:00:00,Engagement / Growth
7700000000001000007,studio session clip #music #rap #newartist #fyp,4676,283,29,55,2025-08-24,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000007,2026-06-10T12:00:00,Engagement / Growth
7700000000001000008,studio session clip #music #rap #newartist #fyp,7423,815,26,57,2025-08-27,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000008,2026-06-10T12:00:00,Engagement / Growth
7700000000001000009,new track snippet #music #rap #newartist #fyp,5205,713,26,92,2025-08-29,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000009,2026-06-10T12:00:00,Engagement / Growth
7700000000001000010,new track snippet #music #rap #newartist #fyp,9950,1262,26,164,2025-08-31,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000010,2026-06-10T12:00:00,Engagement / Growth
7700000000001000011,studio session clip #music #rap #newartist #fyp,6768,447,29,41,2025-09-04,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000011,2026-06-10T12:00:00,Engagement / Growth
7700000000001000012,studio session clip #music #rap #newartist #fyp,5633,513,20,26,2025-09-06,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000012,2026-06-10T12:00:00,Engagement / Growth
7700000000001000013,freestyle friday #music #rap #newartist #fyp,3533,353,20,63,2025-09-08,#music #rap #newartist #fyp,https://www.tiktok.com/@denzel/video/7700000000001000013,2026-06-10T12:00:00,Engagement / Growth
