video_id,description,view_count,like_count,comment_count,share_count,upload_date,hashtags,url,scraped_at,video_type
7700000000002000000,german culture shock moments #germany #berlin #expat #fyp,11125,710,22,39,2025-08-05,#germany #berlin #expat #fyp,https://www.tiktok.com/@wudh/video/7700000000002000000,2026-06-10T12:00:00,Travel & Places
7700000000002000001,german culture shock moments #germany #berlin #expat #fyp,10554,876,23,144,2025-08-08,#germany #berlin #expat #fyp,https://www.tiktok.com/@wudh/video/7700000000002000001,2026-06-10T12:00:00,Travel & Places
7700000000002000002,exploring berlin neighbourhoods #germany #berlin #expat #fyp,13300,1472,18,231,2025-08-12,#germany #berlin #expat #fyp,https://www.tiktok.com/@wudh/video/7700000000002000002,2026-06-10T12:00:00,Travel & Places
7700000000002000003,berlin street tour #germany #berlin #expat #fyp,11708,1166,20,69,2025-08-16,#germany #berlin #expat #fyp,https://www.tiktok.com/@wudh/video/7700000000002000003,2026-06-10T12:00:00,Travel & Places
7700000000002000004,exploring berlin neighbourhoods #germany #berlin #expat #fyp,13416,1120,26,59,2025-08-19,#germany #berlin #expat #fyp,https://www.tiktok.com/@wudh/video/7700000000002000004,2026-06-10T12:00:00,Travel & Places
7700000000002000005,living in germany as a foreigner #germany #berlin #expat #fyp,12793,1218,21,117,2025-08-21,#germany #berlin #expat #fyp,https://www.tiktok.com/@wudh/video/7700000000002000005,2026-06-10T12:00:00,Travel & Places
7700000000002000006,german culture shock moments #germany #berlin #expat #fyp,6230,733,20,36,2025-08-24,#germany #berlin #expat #fyp,https://www.tiktok.com/@wudh/video/7700000000002000006,2026-06-10T12:00:00,Travel & Places
7700000000002000007,german culture shock moments #germany #berlin #expat #fyp,4260,293,27,54,2025-08-27,#germany #berlin #expat #fyp,https://www.tiktok.com/@wudh/video/7700000000002000007,2026-06-10T12:00:00,Travel & Places
7700000000002000008,german culture shock moments #germany #berlin #expat #fyp,10303,870,26,155,2025-08-31,#germany #berlin #expat #fyp,https://www.tiktok.com/@wudh/video/7700000000002000008,2026-06-10T12:00:00,Travel & Places
7700000000002000009,german culture shock moments #germany #berlin #expat #fyp,14806,1852,19,366,2025-09-02,#germany #berlin #expat #fyp,https://www.tiktok.com/@wudh/video/7700000000002000009,2026-06-10T12:00:00,Travel & Places
7700000000002000010,german culture shock moments #germany #berlin #expat #fyp,13363,1491,19,227,2025-09-05,#germany #berlin #expat #fyp,https://www.tiktok.com/@wudh/video/7700000000002000010,2026-06-10T12:00:00,Travel & Places
