video_id,description,view_count,like_count,comment_count,share_count,upload_date,hashtags,url,scraped_at,video_type
7700000000006000000,meal prep sunday #cooking #homechef #fyp,15447,1050,27,111,2025-08-05,#cooking #homechef #fyp,https://www.tiktok.com/@paul/video/7700000000006000000,2026-06-10T12:00:00,Food & Cooking
7700000000006000001,campfire cooking #cooking #homechef #fyp,7775,709,20,49,2025-08-08,#cooking #homechef #fyp,https://www.tiktok.com/@paul/video/7700000000006000001,2026-06-10T12:00:00,Food & Cooking
7700000000006000002,cooking dinner from scratch #cooking #homechef #fyp,12945,1233,30,212,2025-08-11,#cooking #homechef #fyp,https://www.tiktok.com/@paul/video/7700000000006000002,2026-06-10T12:00:00,Food & Cooking
7700000000006000003,cooking dinner from scratch #cooking #homechef #fyp,11515,783,26,122,2025-08-14,#cooking #homechef #fyp,https://www.tiktok.com/@paul/video/7700000000006000003,2026-06-10T12:00:00,Food & Cooking
7700000000006000004,cooking dinner from scratch #cooking #homechef #fyp,16883,1682,25,266,2025-08-18,#cooking #homechef #fyp,https://www.tiktok.com/@paul/video/7700000000006000004,2026-06-10T12:00:00,Food & Cooking
7700000000006000005,meal prep sunday #cooking #homechef #fyp,6893,821,24,50,2025-08-21,#cooking #homechef #fyp,https://www.tiktok.com/@paul/video/7700000000006000005,2026-06-10T12:00:00,Food & Cooking
7700000000006000006,cooking dinner from scratch #cooking #homechef #fyp,17142,1291,23,163,2025-08-24,#cooking #homechef #fyp,https://www.tiktok.com/@paul/video/7700000000006000006,2026-06-10T12:00:00,Food & Cooking
7700000000006000007,cooking dinner from scratch #cooking #homechef #fyp,19203,1913,23,346,2025-08-27,#cooking #homechef #fyp,https://www.tiktok.com/@paul/video/7700000000006000007,2026-06-10T12:00:00,Food & Cooking
7700000000006000008,meal prep sunday #cooking #homechef #fyp,7626,506,30,53,2025-08-31,#cooking #homechef #fyp,https://www.tiktok.com/@paul/video/7700000000006000008,2026-06-10T12:00:00,Food & Cooking
7700000000006000009,cooking dinner from scratch #cooking #homechef #fyp,7399,959,21,123,2025-09-04,#cooking #homechef #fyp,https://www.tiktok.com/@paul/video/7700000000006000009,2026-06-10T12:00:00,Food & Cooking
7700000000006000010,sunrise hike #nature #hiking #outdoors #fyp,5423,587,17,104,2025-09-07,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000010,2026-06-10T12:00:00,Travel & Places
7700000000006000011,sunrise hike #nature #hiking #outdoors #fyp,9200,588,13,88,2025-09-10,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000011,2026-06-10T12:00:00,Travel & Places
7700000000006000012,forest trail therapy #nature #hiking #outdoors #fyp,3257,454,14,72,2025-09-14,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000012,2026-06-10T12:00:00,Travel & Places
7700000000006000013,forest trail therapy #nature #hiking #outdoors #fyp,9159,1146,19,197,2025-09-16,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000013,2026-06-10T12:00:00,Travel & Places
7700000000006000014,lake day #nature #hiking #outdoors #fyp,5072,444,18,85,2025-09-20,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000014,2026-06-10T12:00:00,Travel & Places
7700000000006000015,lake day #nature #hiking #outdoors #fyp,9768,824,17,74,2025-09-22,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000015,2026-06-10T12:00:00,Travel & Places
7700000000006000016,sunrise hike #nature #hiking #outdoors #fyp,5107,486,14,56,2025-09-26,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000016,2026-06-10T12:00:00,Travel & Places
7700000000006000017,sunrise hike #nature #hiking #outdoors #fyp,5056,388,17,62,2025-09-29,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000017,2026-06-10T12:00:00,Travel & Places
7700000000006000018,lake day #nature #hiking #outdoors #fyp,8778,680,18,66,2025-10-03,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000018,2026-06-10T12:00:00,Travel & Places
7700000000006000019,sunrise hike #nature #hiking #outdoors #fyp,7243,671,18,122,2025-10-05,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000019,2026-06-10T12:00:00,Travel & Places
7700000000006000020,forest trail therapy #nature #hiking #outdoors #fyp,7460,464,17,63,2025-10-09,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000020,2026-06-10T12:00:00,Travel & Places
7700000000006000021,forest trail therapy #nature #hiking #outdoors #fyp,5560,460,16,44,2025-10-11,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000021,2026-06-10T12:00:00,Travel & Places
7700000000006000022,lake day #nature #hiking #outdoors #fyp,6836,844,13,110,2025-10-15,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000022,2026-06-10T12:00:00,Travel & Places
7700000000006000023,sunrise hike #nature #hiking #outdoors #fyp,7493,561,14,37,2025-10-19,#nature #hiking #outdoors #fyp,https://www.tiktok.com/@paul/video/7700000000006000023,2026-06-10T12:00:00,Travel & Places
