video_id,description,view_count,like_count,comment_count,share_count,upload_date,hashtags,url,scraped_at,video_type
7700000000004000000,cooking jollof tonight #food #africanfood #berlinfood #fyp,11549,737,18,127,2025-08-03,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000000,2026-06-10T12:00:00,Food & Cooking
7700000000004000001,street food hunt #food #africanfood #berlinfood #fyp,12751,1486,19,94,2025-08-06,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000001,2026-06-10T12:00:00,Food & Cooking
7700000000004000002,rating berlin restaurants #food #africanfood #berlinfood #fyp,6742,640,23,62,2025-08-10,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000002,2026-06-10T12:00:00,Food & Cooking
7700000000004000003,cooking jollof tonight #food #africanfood #berlinfood #fyp,10156,994,24,117,2025-08-13,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000003,2026-06-10T12:00:00,Food & Cooking
7700000000004000004,cooking jollof tonight #food #africanfood #berlinfood #fyp,10554,653,25,124,2025-08-17,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000004,2026-06-10T12:00:00,Food & Cooking
7700000000004000005,rating berlin restaurants #food #africanfood #berlinfood #fyp,12674,1540,30,301,2025-08-20,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000005,2026-06-10T12:00:00,Food & Cooking
7700000000004000006,rating berlin restaurants #food #africanfood #berlinfood #fyp,12141,1108,21,56,2025-08-24,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000006,2026-06-10T12:00:00,Food & Cooking
7700000000004000007,cooking jollof tonight #food #africanfood #berlinfood #fyp,14458,1889,26,226,2025-08-28,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000007,2026-06-10T12:00:00,Food & Cooking
7700000000004000008,trying african food in berlin #food #africanfood #berlinfood #fyp,10647,1230,23,229,2025-09-01,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000008,2026-06-10T12:00:00,Food & Cooking
7700000000004000009,trying african food in berlin #food #africanfood #berlinfood #fyp,6876,622,18,82,2025-09-03,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000009,2026-06-10T12:00:00,Food & Cooking
7700000000004000010,street food hunt #food #africanfood #berlinfood #fyp,13132,1371,28,74,2025-09-05,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000010,2026-06-10T12:00:00,Food & Cooking
7700000000004000011,rating berlin restaurants #food #africanfood #berlinfood #fyp,9100,844,18,155,2025-09-07,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000011,2026-06-10T12:00:00,Food & Cooking
7700000000004000012,trying african food in berlin #food #africanfood #berlinfood #fyp,8435,872,26,107,2025-09-11,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000012,2026-06-10T12:00:00,Food & Cooking
7700000000004000013,cooking jollof tonight #food #africanfood #berlinfood #fyp,8380,542,26,103,2025-09-13,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000013,2026-06-10T12:00:00,Food & Cooking
7700000000004000014,cooking jollof tonight #food #africanfood #berlinfood #fyp,10926,1283,21,132,2025-09-15,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000014,2026-06-10T12:00:00,Food & Cooking
7700000000004000015,trying african food in berlin #food #africanfood #berlinfood #fyp,8574,987,23,53,2025-09-19,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000015,2026-06-10T12:00:00,Food & Cooking
7700000000004000016,trying african food in berlin #food #africanfood #berlinfood #fyp,5481,671,29,74,2025-09-21,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000016,2026-06-10T12:00:00,Food & Cooking
7700000000004000017,street food hunt #food #africanfood #berlinfood #fyp,12679,1734,18,105,2025-09-24,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000017,2026-06-10T12:00:00,Food & Cooking
7700000000004000018,street food hunt #food #africanfood #berlinfood #fyp,9692,1103,18,189,2025-09-28,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000018,2026-06-10T12:00:00,Food & Cooking
7700000000004000019,street food hunt #food #africanfood #berlinfood #fyp,12128,1008,23,81,2025-10-01,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000019,2026-06-10T12:00:00,Food & Cooking
7700000000004000020,trying african food in berlin #food #africanfood #berlinfood #fyp,7142,714,28,106,2025-10-03,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000020,2026-06-10T12:00:00,Food & Cooking
7700000000004000021,street food hunt #food #africanfood #berlinfood #fyp,16585,1211,24,63,2025-10-06,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000021,2026-06-10T12:00:00,Food & Cooking
7700000000004000022,cooking jollof tonight #food #africanfood #berlinfood #fyp,5569,518,19,79,2025-10-10,#food #africanfood #berlinfood #fyp,https://www.tiktok.com/@basti/video/7700000000004000022,2026-06-10T12:00:00,Food & Cooking
